,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2,2021/12/3,2021/12/3,优,81,12,43,2,30,0.4,35,35
3,2021/12/4,2021/12/4,优,109,21,53,2,44,0.63,15,15
4,2021/12/5,2021/12/5,良,227,55,89,4,62,1.02,7,7
5,2021/12/6,2021/12/6,优,68,20,44,2,27,0.42,,39
6,2021/12/7,2021/12/7,优级,42,13,37,2,33,0.45,19,19
7,2021/12/8,2021/12/8,良,147,39,67,2,53,0.67,,6
8,2021/12/9,2021/12/9,轻度污染,122,290,92,65,2,60,0.96,2
9,2021/12/10,2021-12-10,良,151,58,57,2,40,0.75,13,13
10,2021/12/11,2021/12/11,优,71,22,42,2,25,0.5,31,31
11,2021/12/12,2021/12/12,优,24,4,17,2,11,0.23,47,47
12,2021/12/13,2021/12/13,优,130,22,46,2,44,0.55,13,13
13,2021/12/14,2021/12/14,良,159,47,74,2,54,0.83,8,8
14,2021/12/15,2021/12/15,良,214,62,94,3,58,1.15,6,6
15,2021/12/16,2021/12/16,优,101,23,55,2,20,0.49,46,46
16,2021/12/17,2021/12/17,优,27,7,22,2,13,0.31,47,47
17,2021/12/18,2021/12/18,优,82,16,44,2,33,0.43,27,27
18,2021/12/19,2021/12/19,良,233,33,81,3,55,0.67,14,14
19,2021/12/20,2021/12/20,良,254,37,101,3,,0.81,18,18
20,2021/12/21,2021/12/21,良,151,27,69,3,38,0.61,26,26
21,2021/12/22,2021/12/22,优,103,32,54,3,35,0.64,23,23
22,2021/12/23,2021/12/23,良,134,45,73,4,44,0.91,7,7
23,2021/12/24,2021/12/24,优,13,7,20,2,11,,51,51
24,2021/12/25,2021/12/25,优,1,4,13,2,7,0.3,52,52
25,2021/12/26,2021/12/26,优,42,9,25,2,19,0.3,38,38
26,2021/12/27,2021/12/27,优,157,22,51,2,43,0.6,16,16
27,2021/12/28,2021/12/28,良 ,132,34,60,4,52,0.88,10,10
28,2021/12/29,2021/12/29,优,66,11,44,2,20,0.32,49,49
29,2021/12/30,2021/12/30,优,59,11,37,2,21,0.31,49,49
30,2021/12/31,2021/12/31,优级,57,20,46,3,,0.63,18,18
