Unnamed: 0,日期,日期.1,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,年,月,日,周,星期几,季节,是否周末,是否法定节假日,经济活动期,工作日类型
27,2018-02-28,2018/2/28,轻度污染,133.0,312.0,92.0,121.0,9.0,37.0,1.12,66.0,2018,2,28,9,2,冬,否,否,冬季低谷,工作日
0,2018-03-01,2018/3/1,优,63.0,14.0,48.0,3.0,15.0,,75.0,75.0,2018,3,1,9,3,春,否,否,春季活跃,工作日
1,2018-03-02,2018/3/2,良,318.0,,99.0,17.0,52.0,,41.0,41.0,2018,3,2,9,4,春,否,否,春季活跃,工作日
2,2018-03-03,2018/3/3,重度污染,217.0,357.0,167.0,195.0,19.0,75.0,1.94,29.0,2018,3,3,9,5,春,是,否,春季活跃,休息日
3,2018-03-04,2018/3/4,轻度污染,135.0,344.0,61.0,198.0,7.0,37.0,0.89,38.0,2018,3,4,9,6,春,是,否,春季活跃,休息日
4,2018-03-05,2018/3/5,良,345.0,47.0,132.0,8.0,43.0,,37.0,37.0,2018,3,5,10,0,春,否,否,春季活跃,工作日
5,2018-03-06,2018/3/6,良,261.0,45.0,65.0,10.0,40.0,0.95,44.0,44.0,2018,3,6,10,1,春,否,否,春季活跃,工作日
6,2018-03-07,2018/3/7,良,238.0,44.0,61.0,8.0,48.0,0.78,34.0,34.0,2018,3,7,10,2,春,否,否,春季活跃,工作日
7,2018-03-08,2018/3/8,良,212.0,42.0,58.0,5.0,35.0,0.73,59.0,59.0,2018,3,8,10,3,春,否,否,春季活跃,工作日
8,2018-03-09,2018/3/9,轻度污染,136.0,344.0,,112.0,12.0,68.0,1.3,35.0,2018,3,9,10,4,春,否,否,春季活跃,工作日
9,2018-03-10,2018/3/10,中度污染,165.0,343.0,123.0,136.0,15.0,64.0,1.53,60.0,2018,3,10,10,5,春,是,否,春季活跃,休息日
10,2018-03-11,2018/3/11,良,210.0,60.0,69.0,16.0,47.0,1.33,51.0,51.0,2018,3,11,10,6,春,是,否,春季活跃,休息日
11,2018-03-12,2018/3/12,中度污染,183.0,343.0,141.0,147.0,11.0,72.0,1.7,43.0,2018,3,12,11,0,春,否,否,春季活跃,工作日
12,2018-03-13,2018/3/13,严重污染,289.0,358.0,238.0,9.0,10.0,93.0,2.08,71.0,2018,3,13,11,1,春,否,否,春季活跃,工作日
13,2018-03-14,2018/3/14,严重污染,293.0,362.0,242.0,0.0,16.0,80.0,2.61,54.0,2018,3,14,11,2,春,否,否,春季活跃,工作日
14,2018-03-15,2018/3/15,良,189.0,26.0,48.0,3.0,17.0,0.46,75.0,75.0,2018,3,15,11,3,春,否,否,春季活跃,工作日
15,2018-03-16,2018/3/16,良,199.0,31.0,63.0,6.0,29.0,0.59,62.0,62.0,2018,3,16,11,4,春,否,否,春季活跃,工作日
16,2018-03-17,2018/3/17,良,294.0,58.0,35.0,4.0,60.0,0.93,18.0,18.0,2018,3,17,11,5,春,是,否,春季活跃,休息日
17,2018-03-18,2018/3/18,轻度污染,135.0,337.0,102.0,21.0,2.0,54.0,1.02,41.0,2018,3,18,11,6,春,是,否,春季活跃,休息日
18,2018-03-19,2018/3/19,轻度污染,101.0,289.0,,29.0,3.0,45.0,0.78,51.0,2018,3,19,12,0,春,否,否,春季活跃,工作日
19,2018-03-20,2018/3/20,优,92.0,22.0,39.0,3.0,32.0,0.48,61.0,61.0,2018,3,20,12,1,春,否,否,春季活跃,工作日
20,2018-03-21,2018/3/21,良,298.0,56.0,79.0,8.0,53.0,0.84,,38.0,2018,3,21,12,2,春,否,否,春季活跃,工作日
21,2018-03-22,2018/3/22,轻度污染,114.0,329.0,85.0,103.0,7.0,65.0,0.96,47.0,2018,3,22,12,3,春,否,否,春季活跃,工作日
22,2018-03-23,2018/3/23,轻度污染,146.0,332.0,110.0,137.0,10.0,86.0,1.36,31.0,2018,3,23,12,4,春,否,否,春季活跃,工作日
23,2018-03-24,2018/3/24,轻度污染,117.0,302.0,85.0,84.0,9.0,60.0,1.12,63.0,2018,3,24,12,5,春,是,否,春季活跃,休息日
24,2018-03-25,2018/3/25,良,159.0,53.0,91.0,6.0,56.0,0.63,70.0,70.0,2018,3,25,12,6,春,是,否,春季活跃,休息日
25,2018-03-26,2018/3/26,中度污染,155.0,348.0,117.0,141.0,11.0,70.0,0.99,78.0,2018,3,26,13,0,春,否,否,春季活跃,工作日
26,2018-03-27,2018/3/27,重度污染,,363.0,194.0,195.0,11.0,98.0,1.37,64.0,2018,3,27,13,1,春,否,否,春季活跃,工作日
27,2018-03-28,2018/3/28,严重污染,388.0,361.0,154.0,858.0,5.0,52.0,0.89,56.0,2018,3,28,13,2,春,否,否,春季活跃,工作日
28,2018-03-29,2018/3/29,轻度污染,115.0,295.0,44.0,178.0,12.0,45.0,0.86,51.0,2018,3,29,13,3,春,否,否,春季活跃,工作日
29,2018-03-30,2018/3/30,良,139.0,39.0,81.0,7.0,50.0,0.59,60.0,60.0,2018,3,30,13,4,春,否,否,春季活跃,工作日
30,2018-03-31,2018/3/31,轻度污染,128.0,320.0,96.0,148.0,12.0,80.0,1.05,56.0,2018,3,31,13,5,春,是,否,春季活跃,休息日
0,2018-04-01,2018/4/1,重度污染,221.0,361.0,173.0,209.0,14.0,78.0,1.51,102.0,2018,4,1,13,6,春,是,否,春季活跃,休息日
1,2018-04-02,2018/4/2,严重污染,283.0,362.0,229.0,211.0,10.0,61.0,1.82,104.0,2018,4,2,14,0,春,否,否,春季活跃,工作日
2,2018-04-03,2018/4/3,良,182.0,12.0,98.0,2.0,,0.28,75.0,75.0,2018,4,3,14,1,春,否,否,春季活跃,工作日
3,2018-04-04,2018/4/4,优,1.0,21.0,20.0,,30.0,0.44,36.0,36.0,2018,4,4,14,2,春,否,否,春季活跃,工作日
4,2018-04-05,2018/4/5,良,293.0,48.0,70.0,2.0,28.0,0.59,33.0,33.0,2018,4,5,14,3,春,否,否,春季活跃,工作日
5,2018-04-05,2018/4/5,良,293.0,48.0,70.0,2.0,28.0,0.59,33.0,33.0,2018,4,5,14,3,春,否,否,春季活跃,工作日
6,2018-04-06,2018/4/6,良,186.0,16.0,89.0,1.0,,0.26,86.0,86.0,2018,4,6,14,4,春,否,否,春季活跃,工作日
7,2018-04-07,2018/4/7,良,47.0,15.0,43.0,3.0,18.0,0.31,86.0,86.0,2018,4,7,14,5,春,是,否,春季活跃,休息日
8,2018-04-08,2018/4/8,良,117.0,38.0,,5.0,47.0,0.56,55.0,55.0,2018,4,8,14,6,春,是,否,春季活跃,休息日
9,2018-04-09,2018/4/9,轻度污染,,323.0,83.0,121.0,20.0,62.0,1.36,65.0,2018,4,9,15,0,春,否,否,春季活跃,工作日
10,2018-04-10,2018/4/10,良,243.0,53.0,,7.0,39.0,0.87,60.0,60.0,2018,4,10,15,1,春,否,否,春季活跃,工作日
11,2018-04-11,2018/4/11,优,36.0,17.0,53.0,3.0,33.0,0.32,66.0,66.0,2018,4,11,15,2,春,否,否,春季活跃,工作日
12,2018-04-12,2018/4/12,良,240.0,30.0,106.0,8.0,38.0,,64.0,64.0,2018,4,12,15,3,春,否,否,春季活跃,工作日
13,2018-04-13,2018/4/13,良,267.0,37.0,59.0,8.0,54.0,1.18,34.0,34.0,2018,4,13,15,4,春,否,否,春季活跃,工作日
14,2018-04-14,2018/4/14,轻度污染,122.0,321.0,28.0,171.0,1.0,12.0,0.3,82.0,2018,4,14,15,5,春,是,否,春季活跃,休息日
15,2018-04-15,2018/4/15,良,171.0,22.0,84.0,3.0,27.0,0.33,74.0,74.0,2018,4,15,15,6,春,是,否,春季活跃,休息日
16,2018-04-16,2018/4/16,轻度污染,104.0,256.0,68.0,151.0,9.0,48.0,0.66,80.0,2018,4,16,16,0,春,否,否,春季活跃,工作日
17,2018-04-17,2018/4/17,轻度污染,142.0,350.0,97.0,217.0,,40.0,0.81,100.0,2018,4,17,16,1,春,否,否,春季活跃,工作日
18,2018-04-18,2018/4/18,轻度污染,144.0,354.0,107.0,208.0,,45.0,0.86,93.0,2018,4,18,16,2,春,否,否,春季活跃,工作日
19,2018-04-19,2018/4/19,中度污染,170.0,361.0,123.0,192.0,8.0,52.0,,116.0,2018,4,19,16,3,春,否,否,春季活跃,工作日
20,2018-04-20,2018/4/20,中度污染,173.0,360.0,123.0,157.0,13.0,41.0,1.4,145.0,2018,4,20,16,4,春,否,否,春季活跃,工作日
21,2018-04-21,2018/4/21,轻度污染,102.0,350.0,72.0,49.0,3.0,36.0,1.03,67.0,2018,4,21,16,5,春,是,否,春季活跃,休息日
22,2018-04-22,2018/4/22,优,12.0,9.0,18.0,,18.0,0.38,67.0,67.0,2018,4,22,16,6,春,是,否,春季活跃,休息日
23,2018-04-23,2018/4/23,优,67.0,15.0,32.0,2.0,24.0,0.41,76.0,76.0,2018,4,23,17,0,春,否,否,春季活跃,工作日
24,2018-04-24,2018/4/24,优,109.0,17.0,36.0,3.0,36.0,0.42,68.0,68.0,2018,4,24,17,1,春,否,否,春季活跃,工作日
25,2018-04-25,2018/4/25,良,138.0,30.0,62.0,3.0,43.0,0.46,81.0,81.0,2018,4,25,17,2,春,否,否,春季活跃,工作日
26,2018-04-26,2018/4/26,轻度污染,118.0,345.0,88.0,110.0,7.0,49.0,0.76,94.0,2018,4,26,17,3,春,否,否,春季活跃,工作日
27,2018-04-27,2018/4/27,轻度污染,111.0,326.0,41.0,169.0,3.0,,0.58,87.0,2018,4,27,17,4,春,否,否,春季活跃,工作日
28,2018-04-28,2018/4/28,轻度污染,129.0,330.0,86.0,165.0,9.0,53.0,0.76,112.0,2018,4,28,17,5,春,是,否,春季活跃,休息日
29,2018-04-29,2018/4/29,中度污染,196.0,355.0,,175.0,7.0,61.0,1.07,103.0,2018,4,29,17,6,春,是,否,春季活跃,休息日
30,2018-04-30,2018/4/30,良,149.0,28.0,69.0,4.0,23.0,0.65,85.0,85.0,2018,4,30,18,0,春,否,否,春季活跃,工作日
0,2018-05-01,2018/5/1,轻度污染,125.0,344.0,40.0,176.0,2.0,28.0,0.46,57.0,2018,5,1,18,1,春,否,否,春季活跃,工作日
1,2018-05-02,2018/5/2,优,47.0,15.0,43.0,2.0,22.0,0.28,70.0,70.0,2018,5,2,18,2,春,否,否,春季活跃,工作日
2,2018-05-03,2018/5/3,优,59.0,13.0,51.0,2.0,25.0,0.26,79.0,79.0,2018,5,3,18,3,春,否,否,春季活跃,工作日
3,2018-05-04,2018/5/4,良,287.0,57.0,108.0,7.0,53.0,0.59,89.0,89.0,2018,5,4,18,4,春,否,否,春季活跃,工作日
4,2018-05-05,2018/5/5,中度污染,179.0,360.0,78.0,246.0,4.0,45.0,,70.0,2018,5,5,18,5,春,是,否,春季活跃,休息日
5,2018-05-06,2018/5/6,轻度污染,121.0,360.0,59.0,190.0,3.0,40.0,0.51,82.0,2018,5,6,18,6,春,是,否,春季活跃,休息日
6,2018-05-07,2018/5/7,轻度污染,102.0,340.0,55.0,137.0,8.0,34.0,0.76,115.0,2018,5,7,19,0,春,否,否,春季活跃,工作日
7,2018-05-08,2018/5/8,良,220.0,27.0,76.0,4.0,39.0,0.49,81.0,81.0,2018,5,8,19,1,春,否,否,春季活跃,工作日
8,2018-05-09,2018/5/9,良,267.0,43.0,96.0,7.0,46.0,0.63,100.0,100.0,2018,5,9,19,2,春,否,否,春季活跃,工作日
9,2018-05-10,2018/5/10,轻度污染,122.0,356.0,,138.0,11.0,60.0,1.03,119.0,2018,5,10,19,3,春,否,否,春季活跃,工作日
10,2018-05-11,2018/5/11,轻度污染,105.0,352.0,,107.0,5.0,50.0,0.84,86.0,2018,5,11,19,4,春,否,否,春季活跃,工作日
11,2018-05-12,2018/5/12,中度污染,190.0,362.0,139.0,,3.0,43.0,1.51,80.0,2018,5,12,19,5,春,是,否,春季活跃,休息日
12,2018-05-13,2018/5/13,良,175.0,,78.0,5.0,38.0,0.58,96.0,96.0,2018,5,13,19,6,春,是,否,春季活跃,休息日
13,2018-05-14,2018/5/14,中度污染,168.0,364.0,118.0,150.0,6.0,43.0,1.21,137.0,2018,5,14,20,0,春,否,否,春季活跃,工作日
14,2018-05-15,2018/5/15,良,303.0,67.0,102.0,4.0,39.0,1.02,101.0,101.0,2018,5,15,20,1,春,否,否,春季活跃,工作日
15,2018-05-16,2018/5/16,轻度污染,147.0,353.0,111.0,75.0,4.0,36.0,1.81,93.0,2018,5,16,20,2,春,否,否,春季活跃,工作日
16,2018-05-17,2018/5/17,良,226.0,43.0,52.0,2.0,27.0,0.95,60.0,60.0,2018,5,17,20,3,春,否,否,春季活跃,工作日
17,2018-05-18,2018/5/18,良,153.0,21.0,47.0,3.0,25.0,0.53,108.0,108.0,2018,5,18,20,4,春,否,否,春季活跃,工作日
18,2018-05-19,2018/5/19,良,324.0,36.0,,4.0,41.0,0.74,100.0,100.0,2018,5,19,20,5,春,是,否,春季活跃,休息日
19,2018-05-20,2018/5/20,良,256.0,36.0,45.0,2.0,28.0,0.77,89.0,89.0,2018,5,20,20,6,春,是,否,春季活跃,休息日
20,2018-05-21,2018/5/21,良,339.0,60.0,25.0,2.0,36.0,1.02,35.0,35.0,2018,5,21,21,0,春,否,否,春季活跃,工作日
21,2018-05-22,2018/5/22,轻度污染,105.0,336.0,42.0,,1.0,24.0,0.4,63.0,2018,5,22,21,1,春,否,否,春季活跃,工作日
22,2018-05-23,2018/5/23,轻度污染,,357.0,56.0,231.0,4.0,39.0,0.47,77.0,2018,5,23,21,2,春,否,否,春季活跃,工作日
23,2018-05-24,2018/5/24,轻度污染,,321.0,49.0,129.0,7.0,49.0,0.74,118.0,2018,5,24,21,3,春,否,否,春季活跃,工作日
24,2018-05-25,2018/5/25,轻度污染,111.0,327.0,60.0,126.0,6.0,38.0,0.76,131.0,2018,5,25,21,4,春,否,否,春季活跃,工作日
25,2018-05-26,2018/5/26,轻度污染,140.0,306.0,99.0,167.0,3.0,35.0,0.81,87.0,2018,5,26,21,5,春,是,否,春季活跃,休息日
26,2018-05-27,2018/5/27,良,254.0,42.0,125.0,2.0,31.0,0.35,83.0,83.0,2018,5,27,21,6,春,是,否,春季活跃,休息日
27,2018-05-28,2018/5/28,中度污染,188.0,359.0,64.0,256.0,2.0,22.0,0.24,67.0,2018,5,28,22,0,春,否,否,春季活跃,工作日
28,2018-05-29,2018/5/29,优,52.0,12.0,38.0,2.0,30.0,0.31,67.0,67.0,2018,5,29,22,1,春,否,否,春季活跃,工作日
29,2018-05-30,2018/5/30,良,126.0,12.0,36.0,2.0,32.0,,94.0,94.0,2018,5,30,22,2,春,否,否,春季活跃,工作日
30,2018-05-31,2018/5/31,良,302.0,26.0,66.0,5.0,42.0,0.56,130.0,130.0,2018,5,31,22,3,春,否,否,春季活跃,工作日
0,2018-06-01,2018/6/1,良,252.0,26.0,66.0,2.0,44.0,0.47,130.0,130.0,2018,6,1,22,4,夏,否,否,夏季高峰,工作日
1,2018-06-02,2018/6/2,轻度污染,120.0,328.0,47.0,101.0,7.0,48.0,0.7,159.0,2018,6,2,22,5,夏,是,否,夏季高峰,休息日
2,2018-06-03,2018/6/3,良,257.0,53.0,125.0,3.0,37.0,0.64,,105.0,2018,6,3,22,6,夏,是,否,夏季高峰,休息日
3,2018-06-04,2018/6/4,良,240.0,28.0,86.0,2.0,38.0,,98.0,98.0,2018,6,4,23,0,夏,否,否,夏季高峰,工作日
4,2018-06-05,2018/6/5,轻度污染,110.0,327.0,38.0,117.0,6.0,44.0,0.55,135.0,2018,6,5,23,1,夏,否,否,夏季高峰,工作日
5,2018-06-06,2018/6/6,轻度污染,116.0,328.0,48.0,139.0,8.0,42.0,0.69,151.0,2018,6,6,23,2,夏,否,否,夏季高峰,工作日
6,2018-06-07,2018/6/7,良,200.0,23.0,58.0,2.0,23.0,0.48,113.0,113.0,2018,6,7,23,3,夏,否,否,夏季高峰,工作日
7,2018-06-08,2018/6/8,良,156.0,13.0,36.0,2.0,30.0,0.42,87.0,87.0,2018,6,8,23,4,夏,否,否,夏季高峰,工作日
8,2018-06-09,2018/6/9,良,174.0,20.0,43.0,2.0,29.0,0.53,81.0,81.0,2018,6,9,23,5,夏,是,否,夏季高峰,休息日
9,2018-06-10,2018/6/10,良,182.0,31.0,32.0,1.0,,0.67,103.0,103.0,2018,6,10,23,6,夏,是,否,夏季高峰,休息日
10,2018-06-11,2018/6/11,良,295.0,63.0,61.0,1.0,,0.78,106.0,106.0,2018,6,11,24,0,夏,否,否,夏季高峰,工作日
11,2018-06-12,2018/6/12,轻度污染,125.0,357.0,,94.0,2.0,43.0,0.94,111.0,2018,6,12,24,1,夏,否,否,夏季高峰,工作日
12,2018-06-13,2018/6/13,良,260.0,46.0,38.0,2.0,30.0,0.88,82.0,82.0,2018,6,13,24,2,夏,否,否,夏季高峰,工作日
13,2018-06-14,2018/6/14,良,66.0,208.0,21.0,38.0,2.0,35.0,0.61,105.0,2018,6,14,24,3,夏,否,否,夏季高峰,工作日
14,2018-06-15,2018/6/15,轻度污染,130.0,362.0,80.0,46.0,4.0,28.0,1.41,128.0,2018,6,15,24,4,夏,否,否,夏季高峰,工作日
15,2018-06-16,2018/6/16,轻度污染,111.0,339.0,77.0,69.0,2.0,,0.94,124.0,2018,6,16,24,5,夏,是,否,夏季高峰,休息日
16,2018-06-17,2018/6/17,良,255.0,45.0,59.0,2.0,27.0,0.77,121.0,121.0,2018,6,17,24,6,夏,是,否,夏季高峰,休息日
17,2018-06-18,2018/6/18,轻度污染,126.0,364.0,80.0,92.0,2.0,33.0,0.88,116.0,2018,6,18,25,0,夏,否,否,夏季高峰,工作日
18,2018-06-19,2018/6/19,良,343.0,49.0,69.0,3.0,26.0,0.91,119.0,119.0,2018,6,19,25,1,夏,否,否,夏季高峰,工作日
19,2018-06-20,2018/6/20,良,304.0,38.0,50.0,2.0,29.0,0.7,106.0,106.0,2018,6,20,25,2,夏,否,否,夏季高峰,工作日
20,2018-06-21,2018/6/21,良,302.0,25.0,,5.0,33.0,0.71,133.0,133.0,2018,6,21,25,3,夏,否,否,夏季高峰,工作日
21,2018-06-22,2018/6/22,良,309.0,56.0,87.0,6.0,49.0,1.05,106.0,106.0,2018,6,22,25,4,夏,否,否,夏季高峰,工作日
22,2018-06-23,2018/6/23,轻度污染,128.0,358.0,55.0,84.0,3.0,32.0,0.8,181.0,2018,6,23,25,5,夏,是,否,夏季高峰,休息日
23,2018-06-24,2018/6/24,轻度污染,121.0,347.0,54.0,94.0,3.0,32.0,0.75,170.0,2018,6,24,25,6,夏,是,否,夏季高峰,休息日
24,2018-06-25,2018/6/25,轻度污染,109.0,363.0,76.0,113.0,4.0,41.0,1.02,143.0,2018,6,25,26,0,夏,否,否,夏季高峰,工作日
25,2018-06-26,2018/6/26,中度污染,183.0,365.0,124.0,44.0,3.0,34.0,1.58,141.0,2018,6,26,26,1,夏,否,否,夏季高峰,工作日
26,2018-06-27,2018/6/27,良,254.0,25.0,,2.0,32.0,0.49,73.0,73.0,2018,6,27,26,2,夏,否,否,夏季高峰,工作日
27,2018-06-28,2018/6/28,优,130.0,8.0,23.0,3.0,,0.3,79.0,79.0,2018,6,28,26,3,夏,否,否,夏季高峰,工作日
28,2018-06-29,2018/6/29,良,258.0,17.0,56.0,2.0,41.0,0.45,92.0,92.0,2018,6,29,26,4,夏,否,否,夏季高峰,工作日
29,2018-06-30,2018/6/30,轻度污染,108.0,361.0,31.0,74.0,4.0,33.0,0.83,140.0,2018,6,30,26,5,夏,是,否,夏季高峰,休息日
0,2018-07-01,2018/7/1,良,312.0,46.0,57.0,3.0,24.0,0.92,115.0,115.0,2018,7,1,26,6,夏,是,否,夏季高峰,休息日
1,2018-07-02,2018/7/2,良,302.0,42.0,55.0,2.0,22.0,0.76,92.0,92.0,2018,7,2,27,0,夏,否,否,夏季高峰,工作日
2,2018-07-03,2018/7/3,良,327.0,53.0,54.0,2.0,22.0,0.76,108.0,108.0,2018,7,3,27,1,夏,否,否,夏季高峰,工作日
3,2018-07-04,2018/7/4,轻度污染,112.0,360.0,,78.0,2.0,29.0,0.82,138.0,2018,7,4,27,2,夏,否,否,夏季高峰,工作日
4,2018-07-05,2018/7/5,轻度污染,,362.0,69.0,107.0,3.0,33.0,1.09,142.0,2018,7,5,27,3,夏,否,否,夏季高峰,工作日
5,2018-07-06,2018/7/6,良,326.0,33.0,54.0,2.0,23.0,0.87,142.0,142.0,2018,7,6,27,4,夏,否,否,夏季高峰,工作日
6,2018-07-07,2018/7/7,良,326.0,51.0,55.0,2.0,25.0,0.84,42.0,42.0,2018,7,7,27,5,夏,是,否,夏季高峰,休息日
7,2018-07-08,2018/7/8,良,349.0,50.0,29.0,2.0,,0.83,91.0,91.0,2018,7,8,27,6,夏,是,否,夏季高峰,休息日
8,2018-07-09,2018/7/9,轻度污染,103.0,364.0,77.0,44.0,2.0,27.0,0.9,57.0,2018,7,9,28,0,夏,否,否,夏季高峰,工作日
9,2018-07-10,2018/7/10,优,241.0,32.0,34.0,2.0,20.0,0.69,63.0,63.0,2018,7,10,28,1,夏,否,否,夏季高峰,工作日
10,2018-07-11,2018/7/11,优级,161.0,28.0,27.0,,32.0,0.61,47.0,47.0,2018,7,11,28,2,夏,否,否,夏季高峰,工作日
11,2018-07-12,2018/7/12,优,187.0,30.0,25.0,2.0,28.0,0.7,46.0,46.0,2018,7,12,28,3,夏,否,否,夏季高峰,工作日
12,2018-07-13,2018/7/13,良,295.0,41.0,,2.0,36.0,0.82,,55.0,2018,7,13,28,4,夏,否,否,夏季高峰,工作日
13,2018-07-14,2018/7/14,良,353.0,49.0,43.0,2.0,22.0,0.72,95.0,95.0,2018,7,14,28,5,夏,是,否,夏季高峰,休息日
14,2018-07-15,2018/7/15,良,355.0,,54.0,3.0,27.0,0.85,110.0,110.0,2018,7,15,28,6,夏,是,否,夏季高峰,休息日
15,2018-07-16,2018/7/16,优,181.0,26.0,29.0,,25.0,0.72,58.0,58.0,2018,7,16,29,0,夏,否,否,夏季高峰,工作日
16,2018-07-17,2018/7/17,优,30.0,17.0,,2.0,25.0,0.66,46.0,46.0,2018,7,17,29,1,夏,否,否,夏季高峰,工作日
17,2018-07-18,2018/7/18,轻度污染,105.0,362.0,78.0,58.0,2.0,24.0,1.22,67.0,2018,7,18,29,2,夏,否,否,夏季高峰,工作日
18,2018-07-19,2018/7/19,良,351.0,67.0,63.0,4.0,31.0,0.92,,75.0,2018,7,19,29,3,夏,否,否,夏季高峰,工作日
19,2018-07-20,2018/7/20,轻度污染,114.0,364.0,,57.0,3.0,26.0,1.02,104.0,2018,7,20,29,4,夏,否,否,夏季高峰,工作日
20,2018-07-21,2018/7/21,轻度污染,107.0,361.0,68.0,81.0,3.0,20.0,,123.0,2018,7,21,29,5,夏,是,否,夏季高峰,休息日
21,2018-07-22,2018/7/22,良,287.0,42.0,50.0,2.0,24.0,0.77,71.0,71.0,2018,7,22,29,6,夏,是,否,夏季高峰,休息日
22,2018-07-23,2018/7/23,良,342.0,52.0,60.0,,22.0,0.88,81.0,81.0,2018,7,23,30,0,夏,否,否,夏季高峰,工作日
23,2018-07-24,2018/7/24,优,33.0,16.0,22.0,2.0,16.0,0.59,32.0,32.0,2018,7,24,30,1,夏,否,否,夏季高峰,工作日
24,2018-07-25,2018/7/25,优,71.0,9.0,16.0,2.0,16.0,0.47,71.0,71.0,2018,7,25,30,2,夏,否,否,夏季高峰,工作日
25,2018-07-26,2018/7/26,优,165.0,10.0,28.0,2.0,22.0,0.49,86.0,86.0,2018,7,26,30,3,夏,否,否,夏季高峰,工作日
26,2018-07-27,2018/7/27,良,318.0,45.0,56.0,2.0,21.0,1.05,102.0,102.0,2018,7,27,30,4,夏,否,否,夏季高峰,工作日
27,2018-07-28,2018/7/28,良,344.0,53.0,66.0,2.0,19.0,1.04,128.0,128.0,2018,7,28,30,5,夏,是,否,夏季高峰,休息日
28,2018-07-29,2018/7/29,轻度污染,111.0,365.0,71.0,89.0,2.0,26.0,1.22,126.0,2018,7,29,30,6,夏,是,否,夏季高峰,休息日
29,2018-07-30,2018/7/30,轻度污染,116.0,365.0,71.0,87.0,2.0,26.0,,126.0,2018,7,30,31,0,夏,否,否,夏季高峰,工作日
30,2018-07-31,2018/7/31,轻度污染,118.0,366.0,61.0,83.0,3.0,28.0,1.05,135.0,2018,7,31,31,1,夏,否,否,夏季高峰,工作日
0,2018-08-01,2018/8/1,轻度污染,109.0,366.0,55.0,83.0,2.0,25.0,1.03,148.0,2018,8,1,31,2,夏,否,否,夏季高峰,工作日
1,2018-08-02,2018/8/2,轻度污染,130.0,366.0,83.0,102.0,4.0,23.0,1.49,139.0,2018,8,2,31,3,夏,否,否,夏季高峰,工作日
2,2018-08-03,2018/8/3,良,349.0,53.0,81.0,2.0,26.0,0.97,123.0,123.0,2018,8,3,31,4,夏,否,否,夏季高峰,工作日
3,2018-08-04,2018/8/4,轻度污染,122.0,359.0,63.0,97.0,9.0,26.0,1.24,163.0,2018,8,4,31,5,夏,是,否,夏季高峰,休息日
4,2018-08-05,2018/8/5,良,288.0,35.0,58.0,3.0,18.0,0.8,94.0,94.0,2018,8,5,31,6,夏,是,否,夏季高峰,休息日
5,2018-08-06,2018/8/6,良,187.0,36.0,49.0,11.0,30.0,1.39,51.0,51.0,2018,8,6,32,0,夏,否,否,夏季高峰,工作日
6,2018-08-07,2018/8/7,良,339.0,58.0,64.0,2.0,24.0,1.24,89.0,89.0,2018,8,7,32,1,夏,否,否,夏季高峰,工作日
7,2018-08-08,2018/8/8,优,97.0,19.0,22.0,3.0,18.0,0.89,63.0,63.0,2018,8,8,32,2,夏,否,否,夏季高峰,工作日
8,2018-08-09,2018/8/9,良,259.0,24.0,35.0,1.0,25.0,0.92,98.0,98.0,2018,8,9,32,3,夏,否,否,夏季高峰,工作日
9,2018-08-10,2018/8/10,轻度污染,102.0,346.0,30.0,47.0,4.0,24.0,0.82,140.0,2018,8,10,32,4,夏,否,否,夏季高峰,工作日
10,2018-08-11,2018/8/11,良,227.0,40.0,46.0,2.0,22.0,1.03,107.0,107.0,2018,8,11,32,5,夏,是,否,夏季高峰,休息日
11,2018-08-12,2018/8/12,良,291.0,53.0,39.0,4.0,22.0,1.19,77.0,77.0,2018,8,12,32,6,夏,是,否,夏季高峰,休息日
12,2018-08-13,2018/8/13,良,299.0,46.0,49.0,2.0,22.0,1.01,103.0,103.0,2018,8,13,33,0,夏,否,否,夏季高峰,工作日
13,2018-08-14,2018/8/14,优,169.0,22.0,30.0,,17.0,0.74,61.0,61.0,2018,8,14,33,1,夏,否,否,夏季高峰,工作日
14,2018-08-15,2018/8/15,优,119.0,12.0,27.0,1.0,21.0,0.5,66.0,66.0,2018,8,15,33,2,夏,否,否,夏季高峰,工作日
15,2018-08-16,2018/8/16,良,294.0,12.0,29.0,4.0,20.0,0.42,100.0,100.0,2018,8,16,33,3,夏,否,否,夏季高峰,工作日
16,2018-08-17,2018/8/17,良,359.0,32.0,63.0,2.0,30.0,0.63,152.0,152.0,2018,8,17,33,4,夏,否,否,夏季高峰,工作日
17,2018-08-18,2018/8/18,优,204.0,13.0,23.0,4.0,22.0,0.49,77.0,77.0,2018,8,18,33,5,夏,是,否,夏季高峰,休息日
18,2018-08-19,2018/8/19,优,129.0,20.0,36.0,,27.0,0.73,51.0,51.0,2018,8,19,33,6,夏,是,否,夏季高峰,休息日
19,2018-08-20,2018/8/20,良,213.0,22.0,38.0,4.0,,0.7,87.0,87.0,2018,8,20,34,0,夏,否,否,夏季高峰,工作日
20,2018-08-21,2018/8/21,优,101.0,,32.0,,24.0,0.43,84.0,84.0,2018,8,21,34,1,夏,否,否,夏季高峰,工作日
21,2018-08-22,2018/8/22,优,133.0,17.0,47.0,4.0,39.0,0.63,43.0,43.0,2018,8,22,34,2,夏,否,否,夏季高峰,工作日
